Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2022/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
China,CHN,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,,,,,,5,,,,,,
China,CHN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42574E+11,3.90967E+11,3.59238E+11,4.74347E+11,5.40168E+11,5.93858E+11,6.55897E+11,6.53848E+11,6.52212E+11,5.94521E+11,6.54157E+11,7.31319E+11,7.15303E+11,7.57459E+11,9.42315E+11
China,CHN,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,,4.469987229,,,,,,,,,,,,,,,,,5.877598392,6.161361255,6.352540355,5.025240295,4.381354886,4.033331221,4.114544934,3.772998053,3.111520596,3.474735188,3.876835921,3.655795371,4.050322098,4.176693976,3.909488091,4.150282688,4.215613417,5.052539995,4.727349285,4.919587477,4.125193062,4.21579698,4.883670919,5.063009302,5.298503151,5.22487138,5.272504399,5.281116557,5.155127164,5.492322902,5.962601006,6.644288091,6.964840776,7.405701995,8.282854426,9.227427882,9.743067238,10.11143833,10.43964649,10.75584929,11.10849479,12.53216121,12.85973877,
China,CHN,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,,2.788420605,,,,,,,,,,,,,,,,,1.481834573,1.599740264,1.105892211,2.036919753,2.077473002,1.827695149,1.806483843,1.615169567,1.800920066,1.545537479,1.452161141,1.580972764,1.550538349,1.560289248,1.270475619,1.527605408,1.459136716,1.686406144,1.480394012,1.456465835,1.407056365,1.501795461,1.526386282,1.553686172,1.672926253,1.640902851,1.890827875,2.094037139,2.414402621,2.885258534,3.097095607,3.483957822,3.647231812,3.751460498,3.440449612,3.404581957,3.664378938,4.136268634,4.580569084,4.721325128,4.72660428,4.601396084,3.966771563,
China,CHN,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,,4.469987229,,,,,,,,,,,,,,,,,5.877598392,6.161361255,6.352540355,5.025240295,4.381354886,4.033331221,4.114544934,3.772998053,3.111520596,3.474735188,3.876835921,3.655795371,4.050322098,4.176693976,3.909488091,4.150282688,4.215613417,5.052539995,4.727349285,4.919587477,4.125193062,4.21579698,4.883670919,5.063009302,5.298503151,5.22487138,5.272504399,5.281116557,5.155127164,5.492322902,5.962601006,6.644288091,6.964840776,7.405701995,8.282854426,9.227427882,9.743067238,10.11143833,10.43964649,10.75584929,11.10849479,12.53216121,12.85973877,
China,CHN,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,,7.3648361,,,,,,,,,,,,,,,,,3.095272637,3.406089048,3.958278204,8.382385813,12.16021516,11.60572841,9.641563632,6.499831677,6.91962649,6.96112716,4.441040705,2.683003539,2.246164083,2.156081581,2.175665934,2.483602098,2.320279819,2.189424465,2.087528694,2.105302778,2.421436307,2.55167337,2.56198917,2.709082422,2.955553168,2.979676853,2.97023769,3.098211666,3.280963546,3.743717268,4.380120585,4.656764943,4.112637685,4.100826595,4.453317588,4.581021269,4.859311893,5.053368551,4.876497643,4.348623008,4.239099707,4.826903359,4.737006033,
China,CHN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.71036473,20.00051704,24.03083144,27.69449455,29.95698765,30.72185578,30.71959384,29.34072807,27.70852553,29.65105378,29.12490804,26.76018206,27.05557747,27.42211323,25.93897231,26.56307119,26.49762484,27.06861274,27.308182,26.50222957,27.09287,
China,CHN,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,75.34798609,75.34798609,70.87186811,64.90371079,63.41167147,64.90371079,59.68157314,64.15769113,65.64973046,70.12584844,72.36390744,73.1099271,74.60196643,72.36390744,74.60196643,78.33206475,79.82410408,80.57012374,77.58604509,75.34798609,74.60196643,72.61979218,70.29595883,71.77217396,78.30344177,80.41763471,83.79517541,88.06872936,95.1142277,89.21714554,91.44757417,101.1410171,102.7592733,102.1427177,102.4432721,100,90.97493199,91.69509574,96.7485235,95.37923663,96.56348347,
China,CHN,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,3.538873995,2.880434783,5.69476082,13.88766033,15.20987654,16.5738758,19.03187011,12.00671704,11.42718211,12.97942596,27.28358857,24.18922425,19.23832457,14.96930538,20.00089409,28.99946495,34.09385533,34.50531999,36.33018304,35.46224058,33.24671908,27.56684417,27.28058603,26.10633785,24.24127177,23.04113735,22.88003779,27.64528823,28.54556904,29.41294415,36.38638284,39.03129118,52.7655889,57.67711449,57.05567013,55.03800894,53.19090133,50.73870087,34.68258441,24.28942761
China,CHN,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,8.859098865,9.780358428,8.567531787,9.502696651,12.17713489,18.77082463,19.0604814,19.19909016,24.55329773,26.27346797,23.69898798,28.33971585,35.80059886,46.18470506,51.36254187,58.69551692,61.74585822,63.18837102,62.35112699,73.67569681,100,108.2342328,131.1726749,183.4293231,249.4085075,293.2811611,351.7229273,424.8951223,503.3094248,447.0292058,620.4880368,774.7991325,808.0938033,866.5697881,870.67735,746.3941624,705.6691731,819.375711,949.1200939,923.6287685,914.2211497,
China,CHN,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,,2.585562696,,,,,,,,,,,,,,,,,1.013576,1.019188505,0.849013074,0.794711172,1.033015252,1.132054218,0.964420847,0.536720637,0.422641963,0.228120872,0.271895737,0.507472686,0.54182232,0.475295954,0.417265984,0.633542417,0.643606209,0.94914613,0.975789678,1.633317389,0.920866902,1.300589556,2.352371711,1.787933094,1.70564717,1.910328375,2.589367885,2.918496763,3.321167183,3.435890636,4.54787432,3.769370847,4.039898331,4.991255361,5.630535382,5.656093261,5.691121701,3.253491208,3.443957822,3.806820827,4.219286481,4.215262873,3.360921293,
China,CHN,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,,,,,,,,,,,,,,,,,0.043465394,,0.155857472,0.304662398,0.458882927,0.41865355,0.293988456,0.199622412,0.486881693,0.519402999,0.552101908,0.565182309,0.31118983,0.229441559,4.933867164,6.293067444,4.432348366,3.828256774,4.592940575,3.633467921,3.112812622,3.222133383,3.374225824,4.065777384,3.705411251,3.326962321,3.003160914,3.260162647,2.998907534,3.082873606,3.193205969,3.2714652,3.294750507,3.915218001,4.219256778,3.940992427,3.69050252,3.586657511,3.244037472,3.537810105,4.081827592,4.489164851,4.405920404,
China,CHN,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,2648000000,1747000000,1373000000,1450000000,1710000000,2246000000,2482000000,2169000000,2068000000,1917000000,2279000000,2129000000,2851000000,5208000000,7791000000,7926000000,6660000000,7148000000,11131000000,15621000000,19941000000,22014000000,19285000000,21390000000,27410000000,42252000000,42904000000,43216000000,55268000000,59142000000,53345000000,63791000000,80585000000,1.03959E+11,1.15615E+11,1.32084E+11,1.38833E+11,1.4237E+11,1.40237E+11,1.65699E+11,2.25094E+11,2.43553E+11,2.9517E+11,4.1276E+11,5.61229E+11,6.59953E+11,7.91461E+11,9.56116E+11,1.13257E+12,1.00592E+12,1.39625E+12,1.74348E+12,1.81841E+12,1.94999E+12,1.95923E+12,1.67957E+12,1.58793E+12,1.84379E+12,2.13575E+12,2.07839E+12,2.06596E+12,2.68753E+12
China,CHN,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,4.772117962,5.97826087,4.593773728,3.051747015,4.049382716,6.08137045,6.404088996,5.233697173,2.285436421,5.435610871,2.975996524,3.13067543,11.91306001,17.3468141,1.041620099,4.886748707,7.115078336,6.631729395,7.116770273,7.108255571,7.202043941,8.706689162,8.654737115,8.829304226,9.690408623,8.680096631,8.421551458,7.560423335,8.916271609,8.300781333,8.037484439,7.82710015,6.358098333,2.640844794,3.40953065,2.791713514,2.617229842,2.674608974,4.344755322,5.518378805
China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,7.72219218,5.809539625,5.003693316,6.526180168,,,,,4.880286362,3.118775204,4.406699928,5.195815389,5.120595385,5.233002107,4.224963633,4.30121214,4.807932,4.573939053,4.256452563,3.994186601,4.042120869,3.901436314,3.994171991,3.780121778,3.58024045,3.408755653,3.774567841,4.270062089,3.945864339,3.724887486,3.570637065,3.704337804,3.779337405,3.938644601,3.576491296,3.156515253,2.878022239,2.658028096
China,CHN,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.3468752,0.0471976,0.3271845,0,0.3227226,0,0,0,0,0,0,0,0.1417067,0.15919,0.2977888,,,0,0.0481074,0.870352,0,0,0,0,
China,CHN,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,11.27,11.27,11.27,11.27,11.27,11.28,11.28,11.28,11.28,11.28,,,11.37,11.37,11.37,11.43,11.43,11.43,11.43,
China,CHN,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.3789075,0.1144109,0.4317071,0,0.471344,0.2117134,0,0,0,0.0475582,0.042864,0.0358409,0.1092314,0.0598393,0.282353,,,0,0.0351721,0.1860488,0.0751886,0.0737936,0.0775597,0.0528538,
China,CHN,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,10,10,10,10,10,9.94,9.94,9.94,9.94,9.94,,,9.98,9.98,9.98,10.01,10.01,10.01,10.01,
China,CHN,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.386415,0.1280186,0.4541469,0,0.5010889,0.2499621,0,0,0,0.0564808,0.0508603,0.0424355,0.1034278,0.0412674,0.2799588,,,0,0.0334065,0.0888326,0.0887266,0.0859897,0.090284,0.0612529,
China,CHN,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64,9.63,9.63,9.63,9.63,9.63,9.55,9.55,9.55,9.55,9.55,,,9.51,9.51,9.51,9.53,9.53,9.53,9.53,
China,CHN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.436182951,10.19512545,9.745645447,8.791564714,8.306369399,7.971238327,4.075531654,3.858379199,,,,,,,,,,,,,,,,,
China,CHN,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000000,738000000,757000000,1055000000,1083000000,1361000000,1529000000,2211000000,,,,,,,,,,,,,,,,,
China,CHN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4520000,5061000,5324000,8426000,9232000,10473000,12133000,16602000,20222000,28853000,31026000,34524000,40954000,45844000,47656000,57386000,70250000,83182000,98185000,116593000,127860000,135130000,143035000,149720000,154632000,20334000,
China,CHN,Urban population,SP.URB.TOTL,108085352,110327936,114685540,121162226,127791981,129348359,131746910,134196718,136747486,139527262,142386810,145443877,148131235,151552570,155688522,159452730,162497601,165293316,171153535,180399661,189947471,199949784,210823843,220472140,230206255,240414890,251325056,262976051,275121076,287504237,300165618,314301034,328521540,342961393,357836540,373035157,388593258,404485562,420606126,436766058,452999147,471767321,491993700,512473984,533257098,554367818,575118254,595670841,616481190,637407288,658498663,679390629,700996454,722694421,744357517,765822300,787376534,809246214,829760595,848982855,866810508,882894483
China,CHN,Rural population,SP.RUR.TOTL,558984648,550002064,551084460,561172774,570563019,585836641,603653090,620353282,637762514,656497738,675928190,695661123,713898765,730387430,744661478,756942270,768187399,778161684,785011465,788605339,791287529,793935216,797806157,802837860,806618745,810625110,815464944,821058949,826508924,831145763,835019382,836478966,836448460,835478607,833998460,831819843,828956742,825589438,821328874,815968942,809645853,800082679,788406300,775926016,762817902,749352182,735901746,722214159,708173810,693852712,679206337,665644371,653193546,640545579,627502483,614037700,600413466,586968786,572999405,558762145,544289492,529465517
China,CHN,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,343835753,340176563,342816412,351194360,359286788,367783568,378005313,387670493,397756301,408662304,419999230,431629087,442333497,452541867,461994684,470239507,477588522,484162513,490704446,497304484,503578021,510049652,517580797,525071456,531969770,539241508,547318268,556176033,565221328,573970623,582463866,590467414,597745442,604649929,611512985,618182493,624681689,631092006,637170891,642730896,647869175,652684007,657194875,661443843,665529511,669589760,673459543,677091928,680653754,684100628,687429252,691172304,695813520,700367049,704675333,708647978,712569385,716728147,719905214,722264717,723771010,724187545
China,CHN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.529572582,6.578584322,6.556231438,6.474128469,6.345924438,6.180308344,6.331507316,6.456994386,6.558260982,6.640759381,6.71151096,6.84409226,6.96549575,7.078790573,7.184946894,7.284007673,7.425672543,7.554590132,7.671250434,7.776098289,7.870552948,7.990805284,8.095478082,8.183496727,8.252001821,8.302769311,8.36217903,8.401861409,8.437236795,8.486171802,8.559063345,8.658999451,8.767876723,8.888037138,9.019700914,9.162149771,9.338435065,9.517346991,9.689477183,9.839252828,9.958932541,10.08020513,10.17000569,10.23938625,10.30183178,10.36869136,10.46544009,10.56765482,10.68749544,10.83554086,11.02079887,11.2782209,11.55186069,11.87584982,12.29971298,12.85122331,13.57653383,14.42481658,15.33786425,16.22123582,17.01974679,17.73531293
China,CHN,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.289978181,0.328272902,0.355977469,0.367212704,0.358729785,0.329345641,0.356173881,0.375215844,0.386298738,0.390125795,0.387079674,0.419085112,0.445830254,0.463875258,0.470795894,0.46651212,0.499010781,0.522396033,0.538305241,0.549341894,0.556118535,0.606702613,0.649727656,0.681994662,0.701380084,0.707800487,0.754592023,0.789100657,0.81252452,0.828109143,0.838287275,0.892677126,0.942462113,0.984929439,1.016898951,1.037229348,1.112199712,1.169902932,1.209506667,1.23290207,1.242286207,1.294309041,1.333066251,1.358468761,1.369517276,1.367116507,1.430328011,1.478504096,1.513542728,1.539841906,1.560236141,1.653691486,1.7375602,1.808776888,1.864807993,1.906224191,2.009170128,2.101203845,2.179912351,2.24156894,2.286628279,2.376489052
China,CHN,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.30571086,1.310740265,1.309526034,1.299923827,1.279981894,1.25070949,1.242509541,1.231048932,1.226003115,1.236838737,1.265993084,1.29554867,1.339767965,1.389623335,1.433973194,1.468354998,1.484869283,1.494961785,1.507002473,1.529002358,1.563425612,1.594120755,1.629740411,1.67039765,1.714101707,1.758364664,1.776798963,1.795825467,1.814955685,1.832680995,1.84874965,1.834212468,1.825701019,1.824749247,1.83208693,1.848285271,1.867145089,1.884899808,1.909002577,1.949475843,2.009667628,2.050875916,2.111101936,2.181720031,2.248398269,2.303739119,2.327036292,2.346762267,2.365230735,2.384101179,2.404346575,2.401503909,2.399683248,2.411755856,2.454348821,2.536815691,2.631036847,2.748021156,2.898065071,3.098361202,3.355486629,3.63733591
China,CHN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,10406487,10403317,10400696,10434233,10386430,10298878,10846983,11395188,11948427,12485747,12989596,13648228,14268897,14875937,15487693,16108864,16914746,17728656,18578567,19464212,20364814,21453153,22564256,23639630,24621355,25530586,26431737,27259609,28046232,28866307,29793411,30642779,31630415,32712898,33801945,34838078,36244462,37456540,38544522,39626703,40763294,41956723,43220291,44503850,45688319,46731565,47804992,48739878,49619243,50549381,51606807,52965191,54416725,56050562,58081237,60628700,64025322,67946243,72012179,75826707,79162959,82126164
China,CHN,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.07603169,2.039023333,1.975619419,1.909036104,1.866337608,1.85742341,1.886193952,1.936842826,1.9933474,2.037061777,2.062057379,2.060744498,2.053836746,2.047758984,2.05202419,2.07135504,2.093690788,2.127579687,2.170106077,2.216653971,2.263588416,2.29839783,2.33245469,2.363296294,2.386209764,2.39813495,2.374070328,2.342520862,2.311564995,2.293390767,2.295068317,2.282511021,2.294760425,2.326727069,2.371872161,2.426299399,2.491723735,2.559060065,2.625424337,2.688234229,2.744740815,2.760378565,2.779813356,2.801386364,2.820115261,2.834894467,2.828862134,2.823299265,2.830879029,2.871089451,2.955002392,3.051962442,3.177451162,3.340695619,3.556949507,3.831066325,4.13727407,4.510952402,4.892560788,5.193718266,5.366458802,5.395832073
China,CHN,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.64698058,3.62927899,3.570017492,3.496773593,3.443943019,3.4236015,3.386684957,3.372525745,3.371725525,3.372413836,3.369901,3.353559157,3.347870754,3.344577388,3.335007763,3.315735292,3.28729922,3.250225958,3.212783217,3.185537994,3.173575878,3.169831881,3.172733893,3.185882433,3.212263407,3.251091163,3.284977411,3.331958625,3.382893485,3.427307461,3.460406348,3.457659769,3.464864893,3.474226418,3.475072693,3.464419297,3.464081211,3.444318329,3.429535913,3.453292654,3.532582066,3.631989022,3.775040291,3.967600278,4.216075252,4.519521128,4.872731392,5.293863519,5.716165686,6.043489574,6.22206199,6.250410395,6.137569979,5.959106692,5.831226228,5.823525154,5.906365223,6.086934564,6.34421984,6.643040802,6.958220764,7.287862491
China,CHN,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.932830571,4.947374536,4.92809823,4.883093007,4.823061893,4.750047434,4.615536383,4.480636134,4.351986547,4.239520449,4.151381442,4.078189883,4.032607572,4.010469026,4.010057094,4.030045469,4.075096665,4.140282337,4.212807451,4.272812264,4.307557686,4.324177074,4.316611259,4.291093951,4.2539966,4.209624498,4.147496733,4.0796574,4.026020625,4.01577807,4.066816507,4.148581412,4.29083107,4.492805032,4.752710038,5.063619973,5.465954552,5.914251618,6.346735254,6.678895596,6.862731146,6.872247143,6.743010296,6.549005744,6.404373234,6.382221163,6.469563267,6.658091338,6.925473743,7.235094493,7.559104019,7.897619103,8.259361252,8.603185735,8.87091564,9.026722602,9.076205048,9.025813363,8.881705752,8.657419658,8.367742111,8.021298827
China,CHN,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.738536347,5.677072896,5.598822953,5.524226885,5.477104469,5.462104692,5.423099875,5.421542099,5.43419369,5.430395024,5.397237296,5.333765412,5.264777523,5.188727648,5.108271934,5.0288288,4.961289151,4.893639554,4.846430993,4.846032692,4.906621156,5.027056364,5.180541359,5.381123276,5.646456518,5.976471028,6.352055083,6.796495752,7.229179424,7.54166815,7.681837615,7.635137943,7.457896153,7.219247208,7.032520367,6.972003682,7.077433239,7.260254251,7.513521416,7.819813635,8.158542782,8.490617003,8.870016563,9.245703372,9.53800979,9.699937345,9.75446414,9.69256747,9.522333139,9.265357348,8.940306629,8.548305235,8.089536687,7.617409154,7.20697567,6.906939465,6.709267341,6.604154621,6.603480093,6.720571088,6.953014769,7.307880699
China,CHN,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.2281093,7.202961324,7.102287037,6.9566153,6.804425698,6.662223728,6.462512348,6.282487592,6.139910269,6.059672099,6.059038493,6.11331885,6.232746728,6.422671261,6.697047722,7.056095046,7.509736887,8.058211305,8.60401618,9.002778066,9.174877235,9.159109603,8.914862646,8.562194544,8.275938867,8.154952304,8.150541716,8.269648118,8.485341847,8.757145876,9.058589054,9.354056571,9.726185397,10.10480913,10.38735277,10.51474218,10.5918554,10.49292944,10.25772668,9.945492222,9.587512479,9.134757593,8.639880639,8.146158068,7.714993295,7.392517035,7.183127592,7.066318474,7.05542238,7.168445014,7.403889366,7.759908654,8.257108105,8.767979591,9.101252902,9.146155365,8.926822407,8.423281763,7.754961874,7.116007842,6.627830825,6.273891001
China,CHN,"Population ages 15-64, total",SP.POP.1564.TO,376823164,372520588,373118860,379332695,386528523,396196818,405508463,416669512,429726357,443537016,456985978,468991340,480278464,491368033,502557702,513861540,526008005,538475659,552194383,567184356,582756908,600164693,618735725,637261940,654846220,672180280,687782548,703389691,718310123,732531057,746726066,756677632,768952440,782325624,794860325,805367614,820493214,831124788,839669246,849907147,863641938,875614116,891647554,909846945,926808358,940817540,952765169,961863202,968715052,974558542,980077454,984982578,990955995,996268459,1000075524,1001976146,1002022583,1001330750,998794770,995603700,992284298,988530604
China,CHN,"Population ages 15-64, female",SP.POP.1564.FE.IN,180293041,178347124,178803598,181991201,185645080,190443134,194997098,200379260,206620629,213205256,219622356,225377007,230829099,236210190,241627448,247071988,253013550,259044292,265654946,272923779,280552202,289102524,298302574,307527219,316270556,324829136,332549263,340225733,347545390,354545789,361579719,366620448,372815986,379561152,385889399,391205053,398840572,404231506,408564634,413704468,420537353,426535052,434515777,443537698,451912909,458795658,464685782,469131965,472434985,475208034,477787969,480091947,482847931,485228165,486837131,487484569,487256431,486636714,485079055,483156615,481133334,479003413
China,CHN,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.39496566,11.04323605,11.71476155,12.36041204,12.83837601,12.98577408,12.71927854,12.2276339,11.61365574,11.07640087,10.78100261,10.6807108,10.78799405,11.03728882,11.34717293,11.67404639,12.05218521,12.44921678,12.82966326,13.11518819,13.22636441,13.19342166,12.98279121,12.63573532,12.18832937,11.64791564,11.00394327,10.29240183,9.568463101,8.932363934,8.468334058,8.138435174,7.989395182,7.975041392,8.067487161,8.278701627,8.678594043,9.158280417,9.659513184,10.02819303,10.09656456,9.822355461,9.284954869,8.56601965,7.845460989,7.285458918,6.88486115,6.623080358,6.466342196,6.342979781,6.201287462,6.055433171,5.916268659,5.787864262,5.681942635,5.607396431,5.55947182,5.535063253,5.529168981,5.535714505,5.550440168,5.576303326
China,CHN,"Population ages 0-14, total",SP.POP.0014.TO,265641893,263302831,268188604,278443818,287297670,294501997,304216738,310976161,316601067,323033758,330658357,340015460,348297760,355789052,361683794,365103747,365617362,364299712,361610403,357715831,352611901,345762315,339804660,333897749,327940857,323050142,321493844,321547481,322714350,323955099,324546177,328581656,328596758,326580984,325280651,325698399,320435561,319849182,320906193,319203340,312993544,307972185,298071840,285390312,273788404,265351992,258543763,254375415,252408571,251102769,249615182,248963911,248760149,248656195,248778057,249117662,249727483,250444126,250771444,250642076,249931427,248510399
China,CHN,"Population ages 0-14, female",SP.POP.0014.FE.IN,128742751,127703225,130088181,135024830,139280249,142770989,147568260,150989170,153897508,157188381,161012345,165649828,169683201,173280825,176106527,177762653,177936445,177295760,176023514,174136328,171603402,168229079,165222428,162201268,159168254,156690365,155840776,155795399,156304545,156836535,157022066,158814692,158618771,157408832,156540710,156516542,153650418,153106336,153383966,152301605,148992248,146324241,141229335,134759753,128842766,124515677,120968813,118755002,117654622,116902419,116082228,115647404,115471531,115380285,115422633,115589960,115949833,116356400,116593984,116650930,116474339,115975334
China,CHN,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,26.8520766,26.9957058,27.139335,30.9920234,34.8447118,38.6974002,42.5500886,46.402777,48.5664976,50.7302182,52.8939388,55.0576594,57.22138,58.911812,60.602244,62.292676,63.983108,65.67354,66.3671494,67.0607588,67.7543682,68.4479776,69.141587,69.6195732,70.0975594,70.5755456,71.0535318,71.531518,71.5438762,71.5562344,71.5685926,71.5809508,71.593309,72.0112156,72.4291222,72.8470288,73.2649354,73.682842,74.418796,75.15475,75.890704,76.626658,77.362612,77.7312312,78.0998504,78.4684696,78.8370888,79.205708,79.5382404,79.8707728,80.2033052,80.5358376,80.86837,81.3018128,81.7352556,82.1686984,82.6021412,83.035584,83.2888436,83.5421032,83.7953628,
